city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),populacao_estimada,rent amount (R$)
São Paulo,50,2,1,1,7,1,0,500,11904961,1550
São Paulo,205,3,3,3,0,1,0,0,11904961,5525
São Paulo,100,3,2,1,0,1,0,0,11904961,3300
São Paulo,190,3,4,4,16,1,1,2849,11904961,15000
Belo Horizonte,45,2,1,0,0,1,0,0,2415872,1350
Campinas,57,1,1,1,2,1,0,605,1187974,800
Porto Alegre,88,1,2,2,3,1,0,340,1388794,1600
São Paulo,70,1,1,1,10,1,1,459,11904961,3400
São Paulo,76,2,2,0,11,1,1,646,11904961,2800
Rio de Janeiro,36,1,1,0,10,1,0,450,6730729,1370
Porto Alegre,61,2,2,2,11,1,0,445,1388794,2500
São Paulo,280,4,3,6,0,1,1,0,11904961,12500
São Paulo,480,5,6,3,0,1,0,0,11904961,5000
Campinas,45,1,1,1,17,1,1,0,1187974,1950
São Paulo,42,1,1,0,9,1,1,1290,11904961,1500
Porto Alegre,62,2,1,0,4,1,0,352,1388794,736
São Paulo,38,2,1,0,2,1,0,90,11904961,1500
São Paulo,44,1,1,1,8,0,1,578,11904961,2400
São Paulo,75,3,2,2,11,1,0,630,11904961,2800
Rio de Janeiro,66,2,1,1,2,1,0,650,6730729,1250
São Paulo,125,3,3,2,0,1,0,0,11904961,2800
Campinas,62,2,1,2,7,1,0,609,1187974,1500
São Paulo,77,2,1,1,5,1,0,1148,11904961,3100
São Paulo,136,2,4,2,7,1,0,1540,11904961,4800
São Paulo,200,4,2,1,5,1,0,2115,11904961,5000
São Paulo,35,1,1,0,1,0,0,250,11904961,1305
São Paulo,250,4,3,2,0,1,1,10,11904961,4500
São Paulo,90,2,2,2,0,1,1,0,11904961,4100
Campinas,72,2,2,1,7,1,0,480,1187974,850
São Paulo,168,3,3,5,16,1,0,1675,11904961,3500
Porto Alegre,360,3,4,3,5,1,1,4000,1388794,13200
Campinas,38,1,1,1,9,1,0,500,1187974,740
São Paulo,23,1,1,1,26,1,0,487,11904961,2300
Porto Alegre,440,3,3,3,7,0,0,100,1388794,10500
São Paulo,120,3,3,2,9,1,1,1200,11904961,3500
Rio de Janeiro,90,2,2,0,5,1,0,830,6730729,2500
Porto Alegre,125,4,2,0,7,1,0,1006,1388794,1632
São Paulo,200,3,4,3,6,1,1,1800,11904961,5058
São Paulo,190,3,3,2,5,1,0,1800,11904961,3260
Belo Horizonte,123,3,2,1,3,1,0,363,2415872,2600
Campinas,53,2,1,1,0,1,0,284,1187974,2000
Rio de Janeiro,70,2,1,1,2,1,0,560,6730729,2180
São Paulo,90,2,2,2,17,1,1,1500,11904961,12200
São Paulo,95,3,2,0,0,1,0,0,11904961,1590
Campinas,74,3,1,1,4,1,0,474,1187974,900
São Paulo,64,1,1,1,15,0,0,620,11904961,3600
São Paulo,155,4,5,3,14,0,0,1850,11904961,6000
Rio de Janeiro,125,3,1,2,3,0,0,1000,6730729,2200
São Paulo,40,1,1,1,9,1,1,350,11904961,1580
Porto Alegre,350,3,2,4,0,1,1,0,1388794,6522
Belo Horizonte,417,3,5,8,0,1,0,0,2415872,7650
Porto Alegre,350,4,4,4,0,1,0,0,1388794,6000
São Paulo,40,1,1,1,8,0,0,440,11904961,2800
São Paulo,30,1,1,1,15,0,1,668,11904961,3500
São Paulo,142,3,4,2,4,1,0,1100,11904961,4500
Porto Alegre,110,3,3,2,5,1,1,1300,1388794,4000
São Paulo,100,4,4,1,0,1,0,0,11904961,10000
São Paulo,377,5,4,3,0,1,0,0,11904961,8000
São Paulo,230,2,3,3,17,1,1,2575,11904961,8000
São Paulo,35,1,1,0,5,0,1,450,11904961,1800
São Paulo,32,1,1,1,16,1,0,533,11904961,2900
São Paulo,74,2,1,1,5,1,0,569,11904961,2024
São Paulo,147,2,3,4,19,1,0,2600,11904961,1200
São Paulo,35,1,1,0,3,1,1,480,11904961,2500
Rio de Janeiro,26,1,1,0,7,1,1,630,6730729,1500
São Paulo,70,2,2,1,5,1,1,517,11904961,1700
São Paulo,150,3,3,3,19,1,1,1800,11904961,2800
São Paulo,200,3,3,2,0,1,0,0,11904961,8000
Campinas,60,1,1,1,14,1,0,583,1187974,1100
São Paulo,250,4,5,3,2,1,0,1700,11904961,2550
São Paulo,44,1,2,0,12,0,1,3300,11904961,3300
São Paulo,250,7,5,2,0,1,1,0,11904961,6000
São Paulo,157,3,2,0,7,1,0,1325,11904961,4500
São Paulo,97,2,2,0,1,1,0,1200,11904961,5600
Belo Horizonte,548,4,7,6,17,1,0,5905,2415872,15000
São Paulo,28,1,1,0,1,1,0,0,11904961,1325
São Paulo,250,3,4,0,1,1,1,2000,11904961,10000
Belo Horizonte,193,4,2,2,0,1,0,0,2415872,8900
Belo Horizonte,428,5,5,4,0,1,1,0,2415872,9600
São Paulo,50,2,1,0,2,0,0,200,11904961,950
São Paulo,135,2,3,2,5,0,0,2000,11904961,12300
Rio de Janeiro,103,2,2,1,8,1,0,530,6730729,1600
Campinas,103,3,2,2,2,1,0,1500,1187974,1360
São Paulo,80,3,2,1,0,1,0,740,11904961,1500
São Paulo,160,3,3,2,10,1,0,1229,11904961,4000
São Paulo,238,4,3,4,24,1,0,2980,11904961,10200
Belo Horizonte,500,7,4,4,0,1,0,0,2415872,5500
São Paulo,580,5,5,4,4,1,0,9900,11904961,15000
São Paulo,80,1,1,0,0,1,0,0,11904961,1370
São Paulo,210,4,5,3,12,1,1,2620,11904961,2975
Porto Alegre,106,3,3,1,7,1,0,900,1388794,2250
Rio de Janeiro,30,1,1,0,11,1,0,500,6730729,1200
São Paulo,156,3,2,1,0,1,0,0,11904961,2000
São Paulo,60,1,1,1,0,1,0,0,11904961,1250
São Paulo,200,3,4,0,2,1,0,3672,11904961,3600
São Paulo,70,2,2,0,1,1,0,280,11904961,1000
São Paulo,177,4,5,4,5,1,0,1500,11904961,9200
São Paulo,103,3,3,2,0,1,0,735,11904961,2500
São Paulo,440,4,4,4,0,1,0,0,11904961,12000
São Paulo,65,2,1,1,8,1,1,600,11904961,1700
Belo Horizonte,260,5,3,3,12,1,0,2000,2415872,4000
São Paulo,200,4,4,6,0,1,0,0,11904961,4320
São Paulo,96,3,2,1,12,1,0,1122,11904961,3050
São Paulo,68,2,2,1,2,1,1,690,11904961,2900
Belo Horizonte,300,5,5,5,0,0,0,0,2415872,4500
São Paulo,34,1,1,0,2,1,0,305,11904961,750
Campinas,398,5,6,0,2,1,0,3500,1187974,8500
Belo Horizonte,100,1,1,0,1,1,0,0,2415872,2600
Belo Horizonte,176,4,5,3,6,1,1,2136,2415872,6500
Belo Horizonte,90,2,2,2,4,0,1,500,2415872,4000
Belo Horizonte,680,7,6,8,0,1,0,0,2415872,8000
Belo Horizonte,220,4,3,0,9,1,1,3000,2415872,15000
São Paulo,110,2,2,2,0,0,0,0,11904961,2120
São Paulo,180,3,2,1,2,1,1,1260,11904961,5500
São Paulo,36,1,1,1,8,1,0,410,11904961,1800
Belo Horizonte,450,4,4,4,8,1,0,2394,2415872,12700
Rio de Janeiro,103,3,2,0,1,1,0,812,6730729,3300
Porto Alegre,101,2,2,2,5,1,0,480,1388794,1800
São Paulo,196,4,4,0,11,1,0,2450,11904961,6000
Rio de Janeiro,28,1,1,0,0,1,0,495,6730729,1980
São Paulo,260,3,4,4,0,1,0,0,11904961,4500
São Paulo,330,4,2,5,0,1,0,0,11904961,1870
Rio de Janeiro,70,3,2,1,6,1,0,607,6730729,1189
Rio de Janeiro,33,1,1,0,3,1,0,500,6730729,1200
São Paulo,160,3,3,2,3,1,0,2200,11904961,10500
São Paulo,60,2,1,1,9,1,0,506,11904961,1350
São Paulo,36,1,1,1,1,1,0,130,11904961,1379
São Paulo,20,1,1,0,1,1,1,0,11904961,2060
Porto Alegre,70,2,1,0,1,1,0,375,1388794,750
São Paulo,180,3,4,4,0,1,1,0,11904961,4700
São Paulo,105,3,3,1,5,1,0,980,11904961,2150
São Paulo,275,4,5,4,1,1,0,4200,11904961,9700
Belo Horizonte,450,2,2,5,0,1,0,0,2415872,1512
Campinas,360,4,6,4,0,1,0,864,1187974,7700
São Paulo,140,2,2,1,5,0,1,700,11904961,1900
São Paulo,900,3,5,8,0,1,0,0,11904961,8000
Porto Alegre,152,3,5,3,9,1,0,1600,1388794,6000
São Paulo,280,3,4,3,0,1,1,0,11904961,8000
São Paulo,230,4,4,3,5,0,0,2564,11904961,2500
Campinas,92,3,2,3,6,1,0,700,1187974,2100
Belo Horizonte,58,1,1,1,0,1,0,0,2415872,1100
Campinas,41,2,1,1,5,0,0,248,1187974,1193
São Paulo,206,4,4,3,10,1,0,1890,11904961,12000
Campinas,214,3,3,2,1,1,0,2016,1187974,5900
São Paulo,110,2,2,1,18,1,0,1286,11904961,1710
Belo Horizonte,100,2,1,0,0,1,0,0,2415872,777
Belo Horizonte,80,2,2,1,4,1,0,250,2415872,1200
Belo Horizonte,311,3,4,3,20,0,0,3075,2415872,13000
São Paulo,200,2,3,2,1,1,1,1700,11904961,15000
Campinas,96,3,2,2,10,1,0,800,1187974,3200
Rio de Janeiro,140,4,2,1,1,0,0,1700,6730729,6000
São Paulo,138,3,3,2,17,1,0,1100,11904961,7070
São Paulo,140,3,3,1,6,1,1,2200,11904961,3900
Rio de Janeiro,60,2,2,1,2,0,0,592,6730729,1250
São Paulo,40,1,1,0,0,0,0,0,11904961,600
São Paulo,178,3,4,4,6,1,1,2700,11904961,10200
São Paulo,140,3,3,2,0,1,1,0,11904961,4900
São Paulo,72,2,1,0,1,1,0,864,11904961,1020
São Paulo,117,2,1,1,5,0,1,720,11904961,2700
São Paulo,35,1,1,1,1,1,0,0,11904961,977
Porto Alegre,42,1,1,0,1,1,1,360,1388794,890
Belo Horizonte,29,1,1,0,1,1,0,0,2415872,1100
São Paulo,130,2,1,0,1,1,0,650,11904961,2150
Rio de Janeiro,100,3,2,1,4,1,0,2350,6730729,5000
Rio de Janeiro,39,1,1,0,4,1,0,450,6730729,609
São Paulo,61,1,1,0,9,0,0,394,11904961,1600
Campinas,750,4,5,5,0,0,0,0,1187974,10400
Belo Horizonte,142,4,3,2,3,1,0,900,2415872,2700
Campinas,650,4,4,8,0,1,0,0,1187974,7500
São Paulo,69,2,2,0,0,1,0,0,11904961,1700
São Paulo,100,2,2,4,0,1,0,0,11904961,2600
Belo Horizonte,300,4,2,2,3,1,0,1750,2415872,8000
São Paulo,190,3,4,3,14,1,1,1700,11904961,2740
Rio de Janeiro,115,2,2,0,13,1,0,950,6730729,4500
Campinas,119,3,1,1,5,1,0,926,1187974,1200
São Paulo,100,2,3,1,4,1,1,1200,11904961,1890
São Paulo,55,2,1,1,3,1,0,400,11904961,1087
São Paulo,44,1,1,1,2,1,1,724,11904961,3000
São Paulo,316,4,6,4,18,1,1,4767,11904961,8000
São Paulo,83,2,3,2,0,1,0,200,11904961,3500
Belo Horizonte,1000,5,7,8,0,1,0,0,2415872,14980
São Paulo,150,3,2,1,8,1,0,1172,11904961,4800
São Paulo,53,2,1,1,7,1,0,450,11904961,4200
São Paulo,49,2,1,1,0,1,0,400,11904961,970
Campinas,185,3,3,2,6,1,0,1200,1187974,2200
Rio de Janeiro,40,1,1,0,0,1,0,0,6730729,1200
São Paulo,65,2,1,0,3,1,0,654,11904961,1140
São Paulo,67,3,2,1,10,0,0,496,11904961,1560
São Paulo,46,1,1,1,9,1,0,500,11904961,2200
Campinas,205,3,2,1,2,1,0,950,1187974,2200
Porto Alegre,550,5,5,3,0,1,0,0,1388794,9000
Campinas,50,1,1,1,3,1,0,393,1187974,650
São Paulo,266,4,5,4,7,1,0,2900,11904961,10900
Rio de Janeiro,280,3,2,2,10,1,1,3140,6730729,8000
São Paulo,1600,6,6,6,0,1,1,0,11904961,7600
São Paulo,70,1,1,0,4,1,0,760,11904961,2400
São Paulo,84,3,2,2,8,0,0,700,11904961,2340
Belo Horizonte,40,1,1,0,3,0,0,496,2415872,1000
Rio de Janeiro,117,3,2,1,7,1,0,750,6730729,4110
São Paulo,68,2,2,2,8,1,1,1030,11904961,3430
Belo Horizonte,140,2,2,2,11,1,1,692,2415872,2800
São Paulo,450,4,2,3,0,1,0,0,11904961,13000
Porto Alegre,44,1,2,0,3,1,0,140,1388794,1350
São Paulo,40,1,1,1,3,1,1,686,11904961,3200
São Paulo,70,1,2,1,1,1,1,1300,11904961,8250
São Paulo,50,1,2,0,0,1,0,0,11904961,900
Belo Horizonte,405,2,3,0,7,1,0,3500,2415872,4000
São Paulo,75,2,2,1,1,1,0,700,11904961,3160
Belo Horizonte,80,3,3,1,3,1,0,560,2415872,1501
São Paulo,450,4,5,6,0,1,0,0,11904961,12000
São Paulo,225,4,5,4,10,1,1,1600,11904961,7106
São Paulo,250,3,2,3,35,1,1,2500,11904961,15000
São Paulo,60,2,1,1,5,0,0,965,11904961,2200
São Paulo,31,1,1,1,9,0,1,1500,11904961,3400
São Paulo,100,3,1,3,0,1,0,0,11904961,2000
Belo Horizonte,20,1,1,0,6,0,0,420,2415872,1050
São Paulo,200,3,4,8,0,1,0,0,11904961,7000
Campinas,50,1,1,1,8,1,0,780,1187974,1690
São Paulo,61,3,2,2,15,1,0,712,11904961,2200
São Paulo,200,3,4,2,3,1,0,4475,11904961,9800
Belo Horizonte,100,2,2,0,0,1,0,0,2415872,11000
São Paulo,365,4,5,6,4,1,0,3722,11904961,13900
São Paulo,38,1,1,0,13,1,0,414,11904961,3000
Rio de Janeiro,49,2,1,0,4,1,0,362,6730729,1350
São Paulo,207,3,5,4,6,1,0,2400,11904961,12000
Campinas,82,3,2,1,6,1,0,825,1187974,1500
São Paulo,400,5,4,3,0,1,0,0,11904961,4000
Rio de Janeiro,170,4,2,2,6,1,0,2420,6730729,9000
Porto Alegre,105,3,2,2,3,1,1,370,1388794,2890
São Paulo,383,4,4,5,2,1,0,2189,11904961,3004
São Paulo,168,3,3,3,3,1,0,1605,11904961,2700
São Paulo,53,2,2,1,10,1,1,1940,11904961,2400
Porto Alegre,320,4,3,2,0,1,0,0,1388794,4500
São Paulo,300,3,4,3,18,1,0,3500,11904961,9900
Campinas,100,3,2,3,0,1,0,0,1187974,2200
São Paulo,40,1,1,0,0,1,0,0,11904961,900
São Paulo,180,3,1,0,0,1,0,0,11904961,2500
São Paulo,257,4,5,4,8,1,1,2730,11904961,7500
São Paulo,178,2,4,2,2,1,0,2300,11904961,7000
São Paulo,179,3,3,0,9,0,1,1828,11904961,12000
Porto Alegre,64,2,1,0,1,1,0,300,1388794,1750
Porto Alegre,60,2,1,0,1,1,0,326,1388794,990
São Paulo,55,1,1,1,11,0,0,696,11904961,2200
São Paulo,50,1,1,0,8,0,0,470,11904961,1970
São Paulo,82,3,2,2,19,0,0,470,11904961,1994
Rio de Janeiro,60,1,1,1,7,1,0,650,6730729,1210
Porto Alegre,40,1,1,1,9,0,1,1300,1388794,1200
Campinas,230,4,4,8,0,1,0,0,1187974,5100
São Paulo,73,2,1,1,2,1,0,680,11904961,1300
São Paulo,79,2,2,1,1,1,1,600,11904961,2000
São Paulo,230,3,4,2,3,1,0,2000,11904961,4800
Rio de Janeiro,214,3,3,3,4,1,0,3575,6730729,14000
São Paulo,120,2,1,0,0,1,0,0,11904961,1500
São Paulo,200,4,2,1,0,0,0,0,11904961,2500
Porto Alegre,85,3,2,2,9,0,1,940,1388794,3300
São Paulo,45,1,1,1,1,0,1,3000,11904961,5520
Porto Alegre,30,1,1,0,4,1,0,198,1388794,755
São Paulo,57,2,2,1,3,1,0,476,11904961,2300
São Paulo,500,4,7,3,0,1,0,0,11904961,15000
São Paulo,322,4,5,5,17,1,1,2700,11904961,15000
São Paulo,20,1,1,0,3,0,0,224,11904961,1530
Porto Alegre,100,2,2,1,0,0,0,0,1388794,1346
São Paulo,620,4,6,4,1,1,0,8133,11904961,15000
Porto Alegre,240,4,3,5,0,1,0,0,1388794,2500
São Paulo,95,3,2,2,10,1,0,900,11904961,7000
São Paulo,35,1,1,1,6,1,0,542,11904961,2100
Belo Horizonte,325,5,4,7,0,1,1,0,2415872,8900
São Paulo,58,3,1,1,1,1,1,456,11904961,2800
São Paulo,200,4,4,3,6,0,0,1400,11904961,9000
São Paulo,92,3,2,2,2,1,0,1407,11904961,1100
Belo Horizonte,65,2,1,1,9,1,0,450,2415872,1545
Campinas,57,2,1,0,2,1,0,378,1187974,800
São Paulo,50,2,1,1,2,1,0,400,11904961,1600
São Paulo,165,4,5,2,4,1,1,2500,11904961,9500
Rio de Janeiro,70,2,1,1,6,1,0,900,6730729,1900
São Paulo,230,4,3,1,1,0,0,2400,11904961,4000
Rio de Janeiro,34,1,1,0,3,0,1,820,6730729,2000
Rio de Janeiro,25,1,1,0,0,0,0,0,6730729,660
São Paulo,50,2,1,1,2,1,0,0,11904961,1800
Porto Alegre,120,3,2,2,2,1,1,700,1388794,2975
Porto Alegre,60,2,1,1,0,1,0,0,1388794,1400
São Paulo,67,2,2,1,8,1,0,980,11904961,2240
São Paulo,22,1,1,0,26,1,0,384,11904961,2100
São Paulo,197,3,1,2,0,1,0,0,11904961,2100
Porto Alegre,105,3,3,1,3,1,1,1300,1388794,2300
São Paulo,80,2,2,1,0,0,0,0,11904961,1556
Belo Horizonte,140,4,2,2,5,0,0,820,2415872,2500
Rio de Janeiro,70,2,2,1,9,1,0,1200,6730729,4000
Porto Alegre,383,5,5,4,0,1,0,0,1388794,10000
São Paulo,172,3,4,3,5,1,0,1650,11904961,9000
Porto Alegre,57,2,2,1,6,0,0,425,1388794,1800
São Paulo,32,1,1,1,23,1,0,1800,11904961,2000
Belo Horizonte,341,10,6,7,0,1,0,0,2415872,5500
Belo Horizonte,600,5,6,8,0,1,1,0,2415872,10500
São Paulo,43,2,1,1,13,0,0,307,11904961,2000
Campinas,98,3,2,1,1,1,0,727,1187974,1233
São Paulo,36,2,1,0,6,1,0,590,11904961,1790
Rio de Janeiro,42,1,1,0,4,1,1,500,6730729,2800
Campinas,120,3,3,3,8,0,0,700,1187974,2700
Rio de Janeiro,78,2,2,1,8,1,0,720,6730729,1400
São Paulo,113,3,4,2,7,1,0,1600,11904961,4000
São Paulo,47,2,1,1,1,0,0,560,11904961,1390
São Paulo,60,2,2,1,5,1,0,478,11904961,1300
Porto Alegre,77,2,1,0,1,0,0,0,1388794,1130
Porto Alegre,75,2,2,1,3,1,0,200,1388794,1500
São Paulo,60,3,1,1,3,1,0,470,11904961,1550
São Paulo,240,3,4,3,9,1,0,2100,11904961,5800
São Paulo,48,1,1,1,4,1,0,633,11904961,3400
Belo Horizonte,70,3,1,1,8,1,0,395,2415872,1300
Belo Horizonte,345,3,3,0,0,0,1,0,2415872,3500
São Paulo,250,4,2,3,2,0,1,3000,11904961,15000
São Paulo,158,4,4,3,4,1,1,1990,11904961,3500
Porto Alegre,55,2,1,1,0,1,1,0,1388794,1300
Rio de Janeiro,80,2,1,1,17,1,0,866,6730729,1820
Porto Alegre,42,1,1,1,11,1,0,500,1388794,2200
São Paulo,80,3,3,2,20,1,0,600,11904961,4450
São Paulo,50,1,1,0,1,1,0,519,11904961,1550
Rio de Janeiro,380,4,3,2,9,1,0,3220,6730729,15000
São Paulo,85,2,2,1,6,1,1,1200,11904961,5300
Belo Horizonte,120,4,3,2,1,1,0,0,2415872,3250
São Paulo,214,4,5,4,6,1,0,2235,11904961,3251
São Paulo,277,4,4,6,5,1,0,4200,11904961,3800
Campinas,50,2,1,1,4,1,0,330,1187974,1080
Belo Horizonte,90,3,2,2,2,0,0,530,2415872,2000
São Paulo,287,4,5,2,0,1,1,0,11904961,6000
São Paulo,11,1,1,0,1,0,1,300,11904961,2000
Porto Alegre,62,2,1,1,7,0,0,485,1388794,1620
São Paulo,45,1,1,1,7,0,1,522,11904961,3100
Porto Alegre,80,2,1,1,1,1,0,200,1388794,1650
São Paulo,115,3,3,2,5,0,0,1000,11904961,4890
Porto Alegre,110,2,2,1,3,1,1,600,1388794,1800
São Paulo,162,3,3,2,4,1,0,1756,11904961,7000
Rio de Janeiro,85,3,2,1,4,1,0,1250,6730729,1800
Belo Horizonte,105,4,3,3,5,1,0,1148,2415872,1900
São Paulo,180,2,2,5,0,1,0,1,11904961,3000
Rio de Janeiro,80,2,1,0,9,1,0,330,6730729,831
São Paulo,56,2,1,1,6,1,0,680,11904961,2200
São Paulo,70,2,1,1,15,1,0,1049,11904961,1200
Rio de Janeiro,70,1,2,1,6,0,0,1100,6730729,1200
Belo Horizonte,75,3,1,1,4,0,0,482,2415872,1000
São Paulo,420,4,6,4,0,1,0,300,11904961,6500
São Paulo,279,3,3,8,0,1,1,0,11904961,3500
São Paulo,160,4,4,2,0,1,0,0,11904961,2400
São Paulo,41,1,1,0,0,1,0,250,11904961,1100
São Paulo,97,2,2,2,3,1,0,1400,11904961,2200
Porto Alegre,40,1,1,1,7,1,1,400,1388794,1400
São Paulo,110,3,2,1,5,1,1,1217,11904961,3600
Belo Horizonte,298,4,3,2,3,1,1,330,2415872,2500
Belo Horizonte,87,4,2,2,2,1,0,370,2415872,1600
São Paulo,150,5,5,4,3,0,1,1800,11904961,3700
São Paulo,113,3,2,2,8,1,0,1750,11904961,2975
Belo Horizonte,293,6,2,3,0,1,0,0,2415872,2600
São Paulo,90,3,2,2,1,1,0,1017,11904961,2000
Belo Horizonte,305,4,3,3,14,1,0,2500,2415872,9000
Campinas,50,2,1,1,0,0,0,0,1187974,1040
São Paulo,150,3,3,2,0,1,0,0,11904961,3300
Porto Alegre,367,3,4,4,8,0,0,7000,1388794,15000
Rio de Janeiro,50,2,1,0,9,1,1,505,6730729,2350
São Paulo,230,3,4,3,7,0,0,3200,11904961,8000
São Paulo,125,3,3,1,6,1,1,1600,11904961,5500
Rio de Janeiro,140,3,2,1,4,1,0,1100,6730729,1350
São Paulo,63,3,2,0,18,1,0,550,11904961,1800
São Paulo,110,2,1,1,21,1,0,975,11904961,3300
São Paulo,54,2,1,1,13,1,0,480,11904961,1610
Porto Alegre,67,2,1,0,3,1,0,330,1388794,1523
São Paulo,296,3,4,4,2,1,0,1860,11904961,8864
Belo Horizonte,70,2,1,1,0,1,0,0,2415872,1000
São Paulo,50,2,1,0,0,0,0,50,11904961,1100
São Paulo,160,3,2,4,0,0,0,0,11904961,3500
São Paulo,60,2,2,1,14,0,0,460,11904961,2200
São Paulo,220,3,4,3,12,1,1,3120,11904961,8000
São Paulo,340,4,3,8,0,1,0,0,11904961,13000
São Paulo,52,2,1,0,1,0,0,50,11904961,1150
Belo Horizonte,50,2,1,1,1,1,0,100,2415872,915
Belo Horizonte,60,2,1,0,3,1,0,290,2415872,2200
São Paulo,125,3,3,3,0,1,0,100,11904961,2450
São Paulo,36,2,1,0,0,0,0,0,11904961,1080
Belo Horizonte,100,3,2,1,5,1,0,730,2415872,1500
São Paulo,550,4,7,3,0,1,1,0,11904961,11500
São Paulo,60,3,1,2,4,0,0,383,11904961,1105
Campinas,48,1,1,0,4,0,0,490,1187974,500
São Paulo,164,3,3,1,3,1,1,1795,11904961,9000
Belo Horizonte,90,3,2,1,2,1,0,280,2415872,1200
Porto Alegre,78,3,2,1,4,1,0,450,1388794,2800
São Paulo,44,2,1,0,1,1,0,260,11904961,1125
Belo Horizonte,180,3,3,2,1,1,0,1500,2415872,2950
Campinas,82,3,2,1,1,1,0,650,1187974,1200
São Paulo,49,1,1,1,7,1,1,830,11904961,2900
São Paulo,400,5,4,5,0,0,0,0,11904961,13970
São Paulo,74,2,3,2,26,1,0,450,11904961,3200
São Paulo,110,2,1,1,0,1,0,0,11904961,1500
São Paulo,58,1,1,1,1,1,1,475,11904961,3500
Rio de Janeiro,23,1,1,0,5,0,0,320,6730729,1540
Rio de Janeiro,95,3,2,1,3,1,0,1061,6730729,2500
São Paulo,196,4,3,3,13,0,0,2420,11904961,5000
São Paulo,70,2,1,0,0,1,0,0,11904961,2300
Porto Alegre,148,2,1,2,3,1,0,385,1388794,1650
São Paulo,70,2,1,0,2,1,0,1100,11904961,1280
São Paulo,30,1,1,1,5,0,0,610,11904961,2300
São Paulo,300,3,2,4,0,1,0,0,11904961,2700
São Paulo,53,1,1,1,5,0,1,1132,11904961,2600
São Paulo,96,3,2,2,5,1,1,920,11904961,3148
São Paulo,190,3,4,2,10,0,0,1764,11904961,6000
São Paulo,250,3,5,8,0,1,1,0,11904961,6000
Belo Horizonte,130,4,1,3,0,0,0,0,2415872,2150
São Paulo,250,3,3,6,0,1,0,0,11904961,4250
Campinas,50,1,1,0,7,1,0,305,1187974,650
Belo Horizonte,840,5,6,5,0,1,0,0,2415872,8000
Rio de Janeiro,95,3,3,0,5,1,0,750,6730729,1999
São Paulo,33,1,1,0,1,0,0,250,11904961,1305
Rio de Janeiro,60,2,1,0,2,1,0,380,6730729,1350
São Paulo,51,1,1,0,11,1,1,900,11904961,4950
Rio de Janeiro,200,4,3,2,2,1,0,1900,6730729,8000
São Paulo,212,4,5,6,7,1,0,2850,11904961,4500
Belo Horizonte,66,3,1,0,0,1,0,15,2415872,1525
São Paulo,150,3,5,2,14,1,0,1423,11904961,3102
Rio de Janeiro,48,2,1,1,12,1,0,400,6730729,1270
São Paulo,90,2,2,1,0,1,0,0,11904961,2500
Porto Alegre,136,4,3,2,3,0,0,750,1388794,4000
São Paulo,40,1,1,1,14,1,0,557,11904961,3000
São Paulo,100,1,2,2,0,0,0,0,11904961,1700
São Paulo,32,1,1,0,18,1,0,330,11904961,1200
São Paulo,30,1,1,1,13,1,1,700,11904961,3300
São Paulo,170,2,2,5,0,1,0,0,11904961,5500
Campinas,184,4,3,4,0,1,0,0,1187974,3240
São Paulo,368,4,5,4,1,1,0,4210,11904961,5000
São Paulo,230,3,4,4,12,1,0,3300,11904961,7000
São Paulo,214,4,6,4,4,1,1,2000,11904961,11000
Belo Horizonte,37,1,1,1,7,0,0,425,2415872,2000
São Paulo,450,5,5,4,0,0,0,0,11904961,5540
São Paulo,87,3,2,0,6,1,0,1284,11904961,2000
São Paulo,70,2,1,1,0,1,0,0,11904961,1300
São Paulo,54,2,1,1,0,1,0,480,11904961,1250
Belo Horizonte,155,4,3,3,7,1,0,1200,2415872,3300
São Paulo,35,1,1,0,0,1,0,0,11904961,1100
São Paulo,160,4,4,5,0,1,0,0,11904961,4500
Belo Horizonte,95,3,2,2,1,1,0,210,2415872,1400
São Paulo,113,2,1,1,5,1,0,1000,11904961,3000
Rio de Janeiro,70,3,2,1,9,1,0,1002,6730729,850
São Paulo,131,3,2,2,1,1,0,1497,11904961,1800
Belo Horizonte,130,3,3,1,2,1,0,690,2415872,3200
Porto Alegre,72,2,1,0,1,1,0,80,1388794,1300
Belo Horizonte,130,2,1,1,0,1,0,0,2415872,1280
Rio de Janeiro,80,2,3,1,7,1,1,850,6730729,1300
São Paulo,50,3,2,2,0,1,0,150,11904961,2800
São Paulo,54,2,1,1,4,0,0,570,11904961,2000
São Paulo,130,3,3,3,23,1,0,1290,11904961,2800
Porto Alegre,230,4,1,1,3,1,0,1287,1388794,3500
São Paulo,50,2,1,1,1,1,0,300,11904961,1100
Belo Horizonte,100,3,2,3,0,1,0,0,2415872,2800
Belo Horizonte,40,1,1,1,2,0,1,0,2415872,970
Campinas,75,3,1,1,1,0,0,296,1187974,12000
São Paulo,30,1,1,1,4,0,1,1787,11904961,1200
Porto Alegre,68,2,2,1,3,1,0,400,1388794,1800
São Paulo,117,3,3,2,0,1,0,0,11904961,2700
Porto Alegre,600,5,4,5,0,1,1,0,1388794,12000
São Paulo,126,3,2,2,18,0,0,990,11904961,1610
Porto Alegre,290,4,4,3,0,1,0,0,1388794,2500
Porto Alegre,120,3,1,0,4,1,0,1090,1388794,1500
Rio de Janeiro,35,1,1,0,3,1,1,450,6730729,1600
São Paulo,56,2,2,1,4,1,0,500,11904961,2000
Campinas,53,2,1,1,1,1,0,0,1187974,800
